distance,location,isReturn,duration,description,difficulty,state,isOneWay,url,name,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9
6000,Queensland,false,240,This walk starts near the border gate and eventually becomes very steep on a relatively poorly defined path. It's possible to go nearly all the way to the top without a rope.,Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-lindesay,Mt Lindesay,,,,,,,,,,
3500,Queensland,true,60,"There isnâ€™t another location on the Gold Coast that is so diverse, where so many activities can be enjoyed in one concentrated place, from exercising your dog to wind surfing.",Very Easy,qld,false,https://www.aussiebushwalking.com/qld/palm-beach-parklands,Palm Beach Parklands,Swimming,Picnic Facilities,BBQ,Toilets,Wheelchair Accessibility,Public Transport,Dogs Permitted,Coastal,,
1200,Queensland,false,30,The track is 1.2km one-way.,Easy,qld,false,https://www.aussiebushwalking.com/qld/oceanview-walk,Oceanview Walk,Lookouts,Public Transport,No Dogs Permitted,Coastal,,,,,,
1500,Queensland,true,45,Straddieâ€™s impressive headland walk called the North Gorge walk is located at the north western end of Point Lookout and is the best vantage point on the island to watch the whales and marine life pass right before your eyes.,Easy,qld,false,https://www.aussiebushwalking.com/qld/north-gorge-walk,North Gorge Walk,,,,,,,,,,
1000,Queensland,true,30,"A short boardwalk beside Obi Obi Creek, that connects the town with the showground.",Very Easy,qld,false,https://www.aussiebushwalking.com/qld/obi-boardwalk,Obi Boardwalk,Wheelchair Accessibility,Dogs Permitted,Cycling Permitted,,,,,,,
1500,Queensland,true,60,"This short stroll along the shady banks of Carnarvon Creek provides a snapshot of the plant life on the gorge floor. You can see turtles basking in the sun, and if you're quiet enough you may see the elusive platypus. Dusk and dawn provide the best opportunities for watching wildlife.",Medium,qld,false,https://www.aussiebushwalking.com/qld/nature-trail-canarvon-gorge,Nature trail Canarvon Gorge,,,,,,,,,,
3600,Queensland,true,75,"A walk in Ravensbourne National Park through Piccabeen Palms.  From the main track you look down on them, and then when you take the side track you walk through them.  You can also take a short side track to the sandstone overhang.",Easy,qld,false,https://www.aussiebushwalking.com/qld/palm-creek-circuit,Palm Creek Circuit,,,,,,,,,,
7300,Queensland,true,150,This walk follows several shorter tracks to explore the diverse terrain and vegetation surrounding the headland.  The walk visits Hells Gates spectacular coastal lookout.,Easy,qld,false,https://www.aussiebushwalking.com/qld/noosa-headland-circuit,Noosa Headland Circuit,,,,,,,,,,
2800,Queensland,false,60,"A walk through rain forest which takes you through a strangler fig arch and past red cedars, tulip oaks and lots of palm trees. This track links the Pine Grove Carpark and the Sky Window carpark.",Medium,qld,true,https://www.aussiebushwalking.com/qld/pine-grove-cedar-grove-track,Pine Grove -Cedar Grove Track,Bird Watching,Toilets,Rainforest,,,,,,,
1000,Queensland,true,30,Permanent Waterhole / Ooline Creek is a walk in Sundown National Park. Its an easy walk along a clear path.,Easy,qld,false,https://www.aussiebushwalking.com/qld/permanent-water-hole-ooline-creek,Permanent Water Hole / Ooline Creek,,,,,,,,,,
3500,Queensland,true,60,"A serene patch of bird-inhabited wetland in the midst of an agricultural and industrial area, Oxley Creek Common has a couple of easy paved walking trails and picnic amenities for the visitor.",Easy,qld,false,https://www.aussiebushwalking.com/qld/pelican-island-walk,Pelican Island Walk,Bird Watching,Picnic Facilities,BBQ,Swamp or Wetland,,,,,,
3000,Queensland,true,120,"Just 8km from Kilkivan on the Mudlo road, this great little walk is a great heart pounder as you ascend to the lookout. There's plenty of steps. One thing to watch out for is the giant spiderwebs with accompanying giant spiders that stretch across the track. Great views from the top.",Hard,qld,false,https://www.aussiebushwalking.com/qld/pearsons-lookout-mudlo-np-qld,Pearsons Lookout Mudlo NP Qld,,,,,,,,,,
5400,Queensland,true,120,The West Cliff Track branches to the right from the Python Rock Track and then immediately sharp left past a Black Booyong with extensive buttressing and a tall Hoop Pine 30 metres further down the track.,Easy,qld,false,https://www.aussiebushwalking.com/qld/pat-s-bluff,Pat's Bluff,Lookouts,Rainforest,,,,,,,,
5000,Queensland,true,120,Good walk with steep section at the top. Great views,Medium,qld,false,https://www.aussiebushwalking.com/qld/passage-peak,Passage Peak,Lookouts,Coastal,,,,,,,,
null,Queensland,false,null,"Four interconnecting main tracks of various difficulty, with many smaller trails  in between. Popular with mountain bikers and horse riders so be wary. Rocky creek is often impassable after rain.",Medium,qld,false,https://www.aussiebushwalking.com/qld/parklands-conservation-park,Parklands Conservation Park,No Dogs Permitted,Horses Permitted,Cycling Permitted,No Trail Bikes Permitted,,,,,,
1600,Queensland,false,5,An easy walk through rain forest with glimpses of the Pioneer Valley.,Easy,qld,false,https://www.aussiebushwalking.com/qld/pine-grove-circuit,Pine Grove Circuit,Bird Watching,Rainforest,,,,,,,,
7600,Queensland,true,120,A pleasant traverse along Mt Samsonvale Range with a final scramble to the summit of Mt Samsonvale.  Mostly follows fire trails but the final scramble is along a faint foot pad that is easier to follow on the ascent than the descent. I have only graded this walk hard as there is no signage and the last ascent is virtually off track on a very indistinct foot pad at times that would be quite challenging to follow in white out or low light conditions. There is a lot of scrambling over obstacles and with quite loose footings underneath.,Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-samsonvale,Mt Samsonvale,,,,,,,,,,
1600,Queensland,true,1.4,Lookout Walk - 1.6km return (Allow about 1.5 hours) Class 4 track: A natural lookout is situated approximately 800m along the trail. This walk is rated as moderate to strenuous and walkers can take the opportunity to weave through thick dry vine forest.Hilly country clothed in dry rainforest with towering hoop pines and open eucalypt forest is protected in Woowoonga Forest Reserve along the Woowoonga Range.,Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-woowoonga-lookout-walk-woowoonga-national-park-,Mt Woowoonga  Lookout Walk ( Woowoonga National Park ),Lookouts,Picnic Facilities,Toilets,Scrambling or Climbing,Swamp or Wetland,,,,,
4000,Queensland,true,120,"This walk takes you through fairly open bushland, up an incline to a conglomerate rock outcrop with views of the Cedar Creek Valley.The paths in this reserve are mostly wide enough to fit a ranger's car but are quite rocky and steep in some places. You are able to cycle, horseride and walk your dog here (but no motorbikes).",Medium,qld,false,https://www.aussiebushwalking.com/qld/plunkett-conservation-park-cave,Plunkett Conservation Park Cave,,,,,,,,,,
3000,Queensland,true,60,"This walk takes you around half Coochiemudlo Island anti-clockwise.  Relaxed atmosphere with beach views, half way through the walk will take you through the reserve where you can easily spot some Bush Stone-curlews.",Very Easy,qld,false,https://www.aussiebushwalking.com/qld/reserve-walk,Reserve Walk,Swimming,Dogs Permitted,Coastal,,,,,,,
16000,Queensland,true,240,This is the entrance to Sundown NP via Sundown Rd. This IS a 4WD track . Gravel road to access entrance of park would recommend SUV or 4WD only .,Medium,qld,false,https://www.aussiebushwalking.com/qld/red-rock-gorge-sundown-national-park,"Red Rock Gorge , Sundown National Park",Lookouts,Toilets,4WD Required,Arid or Desert,,,,,,
6000,Queensland,false,120,Nice walk around the range at the base of Toowoomba. Not overly steep at any point but there is the occasional log to dodge.,Medium,qld,false,https://www.aussiebushwalking.com/qld/redwood-national-park,Redwood National Park,,,,,,,,,,
1700,Queensland,true,40,"As the name suggests, a walk through the rainforest in Ravensbourne National Park.  As well as the standard rainforest vegetation there are blue gums in this section.",Easy,qld,false,https://www.aussiebushwalking.com/qld/rainforest-circuit-ravensbourne,Rainforest Circuit Ravensbourne,,,,,,,,,,
1000,Queensland,true,30,Lovely walk through  a Eucalyptus forest before entering a lovely cool rainforest. The track winds around onto a boardwalk which totally surrounds a strangler fig where the host has totally rotted away. A number of educational signs give some great information for the younger members of the family.,Easy,qld,false,https://www.aussiebushwalking.com/qld/pitta-circuit,Pitta Circuit,,,,,,,,,,
2300,Queensland,false,45,"Most of this track is an easy grade, but there is a steep section in the middle near Tumgun lookout. The lookout is a good place to watch for humpback whales splashing offshore in winter and spring.",Easy,qld,false,https://www.aussiebushwalking.com/qld/rainforest-circuit,Rainforest Circuit,Lookouts,Picnic Facilities,Toilets,Public Transport,No Dogs Permitted,Coastal,,,,
3600,Queensland,true,300,A rough trail leads through thick vine forest to the lookout before opening up into open hoop pine forest with some vine forest sections in the understory. Towering hoop pines greet hikers at the summit of Mt Woowoonga. A high level of fitness is required to make the final ascent to the summit as it is a steep and strenuous climb suitable for experienced bushwalkers only.,Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-woowoonga-summit-walk-woowoonga-national-park,Mt Woowoonga  - Summit Walk  - Woowoonga National Park,Lookouts,Bird Watching,Picnic Facilities,Scrambling or Climbing,Rainforest,,,,,
600,Queensland,true,60,"Pompeii Cave can be accessed from the Donna Cave car park, 1.8km south of Chillagoe. From the car park, a well-formed track with many steps leads through deciduous vine forest to Pompeii Caveâ€”a cleft in the rock filled with large boulders, the remnants of a previous collapse.",Hard,qld,false,https://www.aussiebushwalking.com/qld/pompeii-cave,Pompeii Cave,,,,,,,,,,
780,Queensland,true,20,A short walk through rainforest with information boards and pictures by local school students.,Easy,qld,false,https://www.aussiebushwalking.com/qld/rainforest-discovery-circuit,Rainforest Discovery Circuit,Bird Watching,Picnic Facilities,Toilets,Rainforest,,,,,,
14000,Queensland,false,null,This is part of the Noosa trail network (Trail #7) and is a relatively easy walk trail wise but can be up to 28km (return) if you don't get picked up at the other end.,Easy,qld,true,https://www.aussiebushwalking.com/qld/pomona-to-lake-macdonald,Pomona to Lake Macdonald,,,,,,,,,,
3500,Queensland,true,45,"Schusters Park is a great spot to take the kids for a quick walk or stay the day for a picnic by the creek. There is lots of room to run around, and a sandy beach to launch kayaks from. Put on some mozzie repellent before exploring the flat trail through the mangroves along the northern peninsula of the park.",Easy,qld,false,https://www.aussiebushwalking.com/qld/schuster-park,Schuster Park,Bird Watching,Picnic Facilities,BBQ,Toilets,Horses Permitted,Cycling Permitted,Swamp or Wetland,,,
2000,Queensland,false,60,"This walk is part of the Bladensburg National Park and allows you see the big sky, and lots of sand and very little vegetation sandstone ranges and flat top mesas... Skull Hole, is a waterhole in the park where an aboriginal massacre known as the Bladensburg Massacre took place",Medium,qld,false,https://www.aussiebushwalking.com/qld/scrammy-lookout,Scrammy Lookout,,,,,,,,,,
8000,Queensland,false,240,Spy glass peak and surrounding sandstone features make this walk very interesting for photography. The natural wall near the peak appears as if man made.,Easy,qld,false,https://www.aussiebushwalking.com/qld/salvator-rosa,Salvator Rosa,,,,,,,,,,
null,Queensland,false,null,"My husband & self chose to take walking trails in Springbrook National Park. We pop in at a few places such as Wunburra lookout, Apple Tree Park, Purling Brook Falls, Canyon lookout, Best of All lookout & ended up at a tea house.",Medium,qld,false,https://www.aussiebushwalking.com/qld/samirabrisbane,SamiraBrisbane,Waterfalls,Lookouts,Swimming,Toilets,Rainforest,Swamp or Wetland,,,,
